"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"HS",2012,201207,"July 2012",4,0,1,"Imports",97,"EU-28",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,2342200,NA,576355,NA,NA,0
"HS",2012,201208,"August 2012",4,0,1,"Imports",97,"EU-28",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,4824200,NA,1025605,NA,NA,0
"HS",2012,201209,"September 2012",4,0,1,"Imports",97,"EU-28",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,3352700,NA,710333,NA,NA,0
"HS",2012,201210,"October 2012",4,0,1,"Imports",97,"EU-28",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,646340,NA,119908,NA,NA,0
"HS",2012,201205,"May 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,554,NA,700,NA,NA,0
"HS",2012,201207,"July 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,457561,NA,108000,NA,NA,0
"HS",2012,201208,"August 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,2439402,NA,479600,NA,NA,0
"HS",2012,201209,"September 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,2018274,NA,313900,NA,NA,0
"HS",2012,201210,"October 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,1189734,NA,212900,NA,NA,0
"HS",2012,201211,"November 2012",4,0,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,807,"Melons (including watermelons) and papaws (papayas); fresh",NA,NA,NA,NA,NA,NA,42000,NA,8600,NA,NA,0
